COLLECTION	SPANSTART	TYPE	TEXT
4546	11841	Odeprel	punct parataxis punct conj nummod punct conj punct nummod punct flat punct advmod root csubj acl obj punct parataxis punct nmod obl cc amod obj acl amod nmod conj case punct
4546	11841	Sdeprel	_ _ _ _ _ _ _ _ _ _ _ _ advmod root csubj acl obj _ _ _ nmod nmod cc amod obj acl amod nmod conj case punct
			
695735	14467	O	nõukogu määruse ( EMÜ ) nr 95/93 artikli 2 punktis b määratletud uustulnukatele jaotatakse 50% uutest või kasutamata teenindusaegadest ning sellistest teenindusaegadest , millest lennuettevõtja hooaja jooksul või selle lõppemise järel on loobunud või mis on muul põhjusel vabaks saanud , kui nimetatud uustulnukad ei ole taotlenud vähem kui 50% teenindusaegu ;
695735	14467	S	nõukogu määruse nr 95 / 93 artikli 2 punktis b määratletud uustulnukatele jaotatakse 50% uutest või kasutamata teenindusaegadest ning sellistest teenindusaegadest , millest lennuettevõtja hooaja jooksul või selle lõppemise järel on loobunud või mis on muul põhjusel vabaks saanud , kui nimetatud uustulnukad ei ole taotlenud vähem kui 50% teenindusaegu ;
695735	14467	Odeprel	nmod obl punct appos punct nmod nummod punct nummod obl nummod obl appos acl obl root obj amod cc conj nmod cc det conj punct obl nmod obl case cc nmod conj case cop acl:relcl cc nsubj aux det obl xcomp conj punct mark advcl nsubj aux aux conj advmod fixed nummod advcl punct
695735	14467	Sdeprel	nmod obl _ _ _ nmod nummod punct nummod obj nummod obl appos acl obl root obj amod cc conj nmod cc det conj punct obl nmod obl case cc nmod conj case cop acl:relcl cc nsubj:cop cop det obl xcomp conj punct mark advcl obj aux cop advcl advmod mark nummod advcl punct
			
214163	13	O	Ajutorminimelise ansambliga on lugu selline nagu paljude Vene popbändidegagi ( Tsitserina , Zemfira , jne ) : tegu on üsnagi tavaliste ja sageli briti kitarripopi poolt kulutatud ja juba korduvalt läbikäidud radadega , muusikale lisab aga vürtsi slaavi temperament , mis teeb bändist elavama kui näiteks paljud Skandinaavia täiusliku indie look'iga , ühe igava popivitsaga löödud üliuimased ansamblid .
214163	13	S	Ajutorminimelise ansambliga on lugu selline nagu paljude Vene popbändidegagi : tegu on üsnagi tavaliste ja sageli briti kitarripopi poolt kulutatud ja juba korduvalt läbikäidud radadega , muusikale lisab aga vürtsi slaavi temperament , mis teeb bändist elavama kui näiteks paljud Skandinaavia täiusliku indie look'iga , ühe igava popivitsaga löödud üliuimased ansamblid .
214163	13	Odeprel	amod obl cop nsubj:cop root mark nmod amod advcl punct parataxis punct conj punct parataxis punct punct obj aux advmod amod cc conj amod obl case parataxis cc advmod advmod acl conj punct obj conj cc nmod acl nsubj punct nsubj acl:relcl obl obj mark advmod nmod nmod amod nmod obl punct det amod obl acl amod conj punct
214163	13	Sdeprel	amod obl cop nsubj:cop root mark nmod amod advcl _ _ _ _ _ _ _ punct obj aux advmod amod cc conj amod obl case parataxis cc advmod advmod acl conj punct obj conj cc nmod acl nsubj punct nsubj acl:relcl obl obj cc advmod nmod nmod amod nmod obl punct nummod amod obl conj amod obj punct
			
201755	915	O	Bullsi kehvavõitu päeval tõi Jordan 51 punkti ( tabas 30st 18 , sh kolmesed 8st 5 ) , tema meeskonnakaaslased tabasid kamba peale 46st viskest 16 ( sh kolmeseid 17st 3 ) .
201755	915	S	Bullsi kehvavõitu päeval tõi Jordan 51 punkti , tema meeskonnakaaslased tabasid kamba peale 46st viskest 16 .
201755	915	Odeprel	nsubj advmod obl root nsubj nummod obj punct parataxis obl obl punct obl conj compound obl punct punct nmod nsubj conj obj compound:prt amod obl nummod punct obl parataxis obl goeswith punct punct
201755	915	Sdeprel	nsubj advmod obl root nsubj nummod obj _ _ _ _ _ _ _ _ _ _ punct nmod nsubj conj obj compound:prt amod obl nummod _ _ _ _ _ _
			
650530	5633	O	Edaspidi : ( arusaamatu vadin ) Tagurpidi : « Palju õnne !
650530	5633	S	Edaspidi : Tagurpidi : « Palju õnne !
650530	5633	Odeprel	advmod punct punct amod parataxis punct root punct punct advmod parataxis punct
650530	5633	Sdeprel	root punct _ _ _ _ parataxis punct punct advmod parataxis punct
			
569733	3578	O	Steffi Nerius ( Saksamaa ) 66.35 , 3.
569733	3578	S	Steffi Nerius 66.35 , 3 .
569733	3578	Odeprel	nsubj:cop flat punct appos punct root punct
569733	3578	Sdeprel	root flat _ _ _ nummod punct
			
463512	13	O	Rahvusvahelise naisteorganisatsiooni Soroptimistid ( parimad õed ) Tartu klubi võib rõõmsal meelel torti süüa ja mööduvat aastat meenutada .
463512	13	S	Rahvusvahelise naisteorganisatsiooni Soroptimistid Tartu klubi võib rõõmsal meelel torti süüa ja mööduvat aastat meenutada .
463512	13	Odeprel	amod nmod nsubj punct amod parataxis punct nmod nsubj aux amod obl obj root cc acl obj conj punct
463512	13	Sdeprel	amod nmod nsubj _ _ _ _ nmod appos aux amod obl obj root cc acl obj conj punct
			
321045	1344	O	10.05.2001 kella 7.15 ajal jäi Tallinnas Pääsküla prügimäel Tauno ( s. 1978 ) juhitud traktori Tana 40F alla Anja-nimeline naine , kes hukkus sündmuskohal .
321045	1344	S	10.05.2001 kella 7.15 ajal jäi Tallinnas Pääsküla prügimäel Tauno juhitud traktori Tana 40F alla Anja-nimeline naine , kes hukkus sündmuskohal .
321045	1344	Odeprel	nummod nmod nummod obl root obl nmod obl obl punct parataxis punct parataxis punct xcomp obl appos flat case amod obj punct nsubj acl:relcl obl punct
321045	1344	Sdeprel	nummod nmod nummod obl root obl nmod obl obj _ _ _ _ _ xcomp obl appos flat case amod obj punct nsubj acl:relcl obl punct
			
375391	193204	O	Mõlema vokaaliga sõnade puhul tunti sõna ära seda paremini , mida eespoolsem oli vokaal ( r = 0,22 ) .
375391	193204	S	Mõlema vokaaliga sõnade puhul tunti sõna ära seda paremini , mida eespoolsem oli vokaal .
375391	193204	Odeprel	det nmod obl case root obj compound:prt obl advmod punct obl conj cop nsubj:cop punct parataxis punct flat punct punct
375391	193204	Sdeprel	det nmod obl case root obj compound:prt obj advmod punct obl conj cop nsubj:cop _ _ _ _ _ punct
			
544719	185	O	Salumäe ( 119 ) järel oli teine Rutti Luksepp ( 108 ) ja kolmas Kertu Tiitso ( 83 ) .
544719	185	S	Salumäe järel oli teine Rutti Luksepp ja kolmas Kertu Tiitso .
544719	185	Odeprel	nsubj:cop punct parataxis punct case cop root nsubj:cop flat punct parataxis punct cc amod conj flat punct parataxis punct punct
544719	185	Sdeprel	root _ _ _ case cop amod nsubj:cop flat _ _ _ cc amod conj flat _ _ _ punct
			
320883	0	O	LAHTI/TALLINN , 7. november ( EPLO ) - Soomes Lahtis plahvatas noore naise käes Nokia 3310 aku , šokis telefoniomanik viidi haiglasse , kirjutab SL Õhtuleht .
320883	0	S	LAHTI / TALLINN , 7. november - Soomes Lahtis plahvatas noore naise käes Nokia 3310 aku , šokis telefoniomanik viidi haiglasse , kirjutab SL Õhtuleht .
320883	0	Odeprel	obl punct appos punct amod conj punct parataxis punct punct obl obl root amod nmod obl nmod nummod obj punct nmod obj conj obl punct conj nsubj flat punct
320883	0	Sdeprel	obl punct appos punct amod conj _ _ _ punct obl obl root amod nmod obl nmod nummod nsubj punct nmod obj conj obl punct conj nsubj flat punct
			
568137	132	O	Uutel iPodidel on 2,5 tollise ( 6,35 cm ) diagonaali ja 320x240 pikslise resolutsiooniga ekraan .
568137	132	S	Uutel iPodidel on 2,5 tollise diagonaali ja 320x240 pikslise resolutsiooniga ekraan .
568137	132	Odeprel	root nmod cop nummod amod punct nummod parataxis punct nsubj:cop cc nmod amod nmod conj punct
568137	132	Sdeprel	root nmod cop nummod amod _ _ _ _ nsubj:cop cc nmod amod nmod nsubj:cop punct
			
269491	2026	O	EDMONTON - TORONTO 4-0 ( 2-0,1 -0,1 -0 )
269491	2026	S	EDMONTON - TORONTO 4 - 0
269491	2026	Odeprel	root punct parataxis flat punct flat punct parataxis punct flat punct conj punct flat punct
269491	2026	Sdeprel	root punct parataxis flat punct nummod _ _ _ _ _ _ _ _ _
			
380762	629	O	-  My Best Friend's Weddin  g ( 1997 )
380762	629	S	- My Best Friend's Weddin g
380762	629	Odeprel	punct root flat flat flat flat punct parataxis punct
380762	629	Sdeprel	punct root flat flat nmod appos _ _ _
			
195536	1013	O	Projekti elluviiv Tallinngaasi ja Tallinna Soojuse tütarfirma AS EstTermi juhataja Indrek Tiidemanni arvates on kõige kindlam tarbija Botaanikaaed , läbirääkimisi peetakse endise Agroga , Vabaõhukooliga ja Võsa tee aiandiga ( Pühajõe taluga ) , kus gaaskütet vajaksid 20 kasvuhoonet .
195536	1013	S	Projekti elluviiv Tallinngaasi ja Tallinna Soojuse tütarfirma AS EstTermi juhataja Indrek Tiidemanni arvates on kõige kindlam tarbija Botaanikaaed , läbirääkimisi peetakse endise Agroga , Vabaõhukooliga ja Võsa tee aiandiga , kus gaaskütet vajaksid 20 kasvuhoonet .
195536	1013	Odeprel	obj acl nmod cc nmod conj obl nmod appos appos appos flat advcl cop advmod amod nmod root punct obj conj amod obl punct conj cc conj nmod obl punct nmod parataxis punct punct mark obj acl nummod nsubj punct
195536	1013	Sdeprel	obj acl nmod cc nmod conj obl nmod appos appos appos flat advcl cop advmod root nmod nsubj:cop punct obj conj amod obl punct conj cc conj nmod obl _ _ _ _ punct mark obj acl nummod nsubj punct
			
433585	2179	O	Tippsuusatajate stardinumbrid tänasel maratonil : 1 - Mihhail Botvinov ( Austria ) ; 11 - Martin Petrashek ( Tshehhimaa ) ; 12 - Pavo Raudsepp ; 13 - Urmas Välbe ; 14 - Allar Kivil ; 15 - Ulvar Pavlov ; 16 - Are Mets ; 17 - Alvar Kütt ; 18 - Tarmo Selde ; 22 - Valdar Krünberg ; 25 - Kalmer Tramm ; 28 - Krista Lepik ; 31 - Villu Teder ; 33 - Jaanus Pulles ; 34 - Raul Seema ; 40 - Tuomo Seppälä ( Soome ) ; 45 - Kaupo Sabre ; 63 - Margo Pulles ; 69 - Jana Rehemaa ; 130 - Piret Niglas .
433585	2179	S	Tippsuusatajate stardinumbrid tänasel maratonil : 1 - Mihhail Botvinov ; 11 - Martin Petrashek ; 12 - Pavo Raudsepp ; 13 - Urmas Välbe ; 14 - Allar Kivil ; 15 - Ulvar Pavlov ; 16 - Are Mets ; 17 - Alvar Kütt ; 18 - Tarmo Selde ; 22 - Valdar Krünberg ; 25 - Kalmer Tramm ; 28 - Krista Lepik ; 31 - Villu Teder ; 33 - Jaanus Pulles ; 34 - Raul Seema ; 40 - Tuomo Seppälä ; 45 - Kaupo Sabre ; 63 - Margo Pulles ; 69 - Jana Rehemaa ; 130 - Piret Niglas .
433585	2179	Odeprel	nmod root amod nmod punct parataxis punct conj flat punct parataxis punct punct conj punct parataxis flat punct parataxis punct punct conj punct parataxis flat punct conj punct flat flat punct conj punct parataxis flat punct conj punct parataxis flat punct conj punct flat flat punct conj punct parataxis flat punct conj punct parataxis flat punct conj punct parataxis flat punct conj punct parataxis flat punct conj punct parataxis flat punct conj punct nmod flat punct conj punct flat flat punct conj punct flat flat punct conj punct appos flat punct parataxis punct punct conj punct appos flat punct nummod punct nmod flat punct nummod punct appos flat punct nummod punct appos flat punct
433585	2179	Sdeprel	nmod root amod nmod punct parataxis punct conj flat _ _ _ punct conj punct conj flat _ _ _ punct conj punct flat flat punct conj punct flat flat punct conj punct appos flat punct conj punct parataxis flat punct conj punct flat flat punct conj punct parataxis flat punct conj punct parataxis flat punct conj punct appos flat punct conj punct appos flat punct conj punct appos flat punct conj punct appos flat punct conj punct flat flat punct conj punct flat flat punct conj punct appos flat _ _ _ punct conj punct flat flat punct conj punct flat flat punct conj punct appos flat punct conj punct appos flat punct
			
599331	2649	O	Strateegilised ressursid ( maa , maavarad , mets , veed , õhuruum jms . ) - nende ( eba ) olulisus riigi ja majanduse suveräänsuse tagatisena .
599331	2649	S	Strateegilised ressursid - nende olulisus riigi ja majanduse suveräänsuse tagatisena .
599331	2649	Odeprel	amod root punct parataxis punct conj punct conj punct conj punct conj nmod punct punct punct nmod punct parataxis punct conj nmod cc conj nmod nmod punct
599331	2649	Sdeprel	amod root _ _ _ _ _ _ _ _ _ _ _ _ _ punct nmod _ _ _ appos nmod cc nmod conj nmod punct
			
393193	1600	O	Ma mäletan Virve centerfold'i ( kokkuvolditud plakatit ) ja selle juures ilmunud teksti .
393193	1600	S	Ma mäletan Virve centerfold'i ja selle juures ilmunud teksti .
393193	1600	Odeprel	nsubj root obl flat punct acl parataxis punct cc obl case acl conj punct
393193	1600	Sdeprel	nsubj root obl flat _ _ _ _ cc obl case conj nsubj punct
			
705044	23798	O	Kolmas küsimus : kas Sotsiaalministeeriumil on programm nakkushaiguste ( sh tuberkuloosi ja suguhaiguste ) leviku tõkestamiseks ?
705044	23798	S	Kolmas küsimus : kas Sotsiaalministeeriumil on programm nakkushaiguste leviku tõkestamiseks ?
705044	23798	Odeprel	amod root punct advmod parataxis cop nsubj:cop nmod punct nmod parataxis cc conj punct nmod obl punct
705044	23798	Sdeprel	amod root punct advmod parataxis cop nsubj:cop nmod _ _ _ _ _ _ nmod nmod punct
			
429486	1594	O	20 000 naela ( ehk veidi vähem kui poole miljoni krooni ) pärast konkureerivad bussijuht Millsiga näiteks ka sellised briti kirjanduse “ raskekaallased ” nagu Ian McEwan ( “ Amsterdam ” ) , Beryl Bainbridge ( “ Isand Georgie ” / “ Master Georgie ” ) ning Julian Barnes ( “ Inglismaa , Inglismaa ” / “ England , England ” ) .
429486	1594	S	20 000 naela pärast konkureerivad bussijuht Millsiga näiteks ka sellised briti kirjanduse “ raskekaallased ” nagu Ian McEwan , Beryl Bainbridge ning Julian Barnes .
429486	1594	Odeprel	nummod obl punct cc advmod parataxis mark compound nummod advcl punct case root obl appos advmod advmod det amod nmod punct nsubj punct mark appos flat punct punct parataxis punct punct punct conj flat punct punct parataxis flat punct punct punct conj flat punct punct cc conj flat punct punct parataxis punct conj punct punct punct conj punct conj punct punct punct
429486	1594	Sdeprel	nummod obl _ _ _ _ _ _ _ _ _ case root obl appos advmod advmod det amod nmod punct nsubj punct advmod appos flat _ _ _ _ _ punct conj flat _ _ _ _ _ _ _ _ _ _ _ cc conj flat _ _ _ _ _ _ _ _ _ _ _ _ _ punct
			
319059	1177	O	Naiste WTA meistrivõistluste veerandfinaalid , München : Lindsay Davenport ( USA , 2 ) - Jelena Dokic ( Jugoslaavia , 6 ) 6 : 4 , 6 : 2 , Kim Clijsters ( Belgia , 3 ) - Arantxa Sanchez-Vicario ( Hispaania ) 7 : 5 , 6 : 1.
319059	1177	S	Naiste WTA meistrivõistluste veerandfinaalid , München : Lindsay Davenport - Jelena Dokic 6 : 4 , 6 : 2 , Kim Clijsters - Arantxa Sanchez-Vicario 7 : 5 , 6 : 1.
319059	1177	Odeprel	nmod nmod nmod root punct conj punct parataxis flat punct parataxis punct conj punct punct conj flat punct parataxis punct nummod punct nummod punct flat punct flat punct conj flat punct parataxis punct nummod punct punct conj flat punct parataxis punct nummod punct flat punct flat
319059	1177	Sdeprel	nmod nmod nmod root punct conj punct appos flat _ _ _ _ _ punct conj flat _ _ _ _ _ nummod punct flat punct flat punct conj flat _ _ _ _ _ punct conj flat _ _ _ nummod punct flat punct flat
			
625776	1429	O	Charles Mignon Brut Ier Cru Grande Reserve – müügil ainult vinoteekides ( sõltuvalt kohast 500–700 kr )
625776	1429	S	Charles Mignon Brut Ier Cru Grande Reserve – müügil ainult vinoteekides
625776	1429	Odeprel	nsubj:cop flat flat flat flat flat flat punct root advmod obl punct parataxis obl nummod punct conj obl punct
625776	1429	Sdeprel	root flat flat flat flat flat flat punct nmod advmod nmod _ _ _ _ _ _ _ _
			
632232	57240	O	b ) 600 g ühendit , mis sisaldab vähemalt 90 % sitosterooli , sealhulgas 80 % β-sitosterooli ( C  29  H  50  O ) ; Δ  5  -stigmastadieen-β-ooli ) , kuni 9 % kampesterooli ( C  28  H  48  O ) ; Δ  5,22  -ergostadieen-β-ooli ) ja 1 % muid jδlgedena esinevaid steroole , sealhulgas stigmasterooli ( C  29  H  48  O ) ; Δ  5,22  -stigmastadieen-β-ooli ) .
632232	57240	S	b ) 600 g ühendit , mis sisaldab vähemalt 90 % sitosterooli , sealhulgas 80 % β-sitosterooli ; Δ 5 - stigmastadieen-β-ooli ) , kuni 9 % kampesterooli ; Δ 5,22 - ergostadieen-β-ooli ) ja 1 % muid jδlgedena esinevaid steroole , sealhulgas stigmasterooli ; Δ 5,22 - stigmastadieen-β-ooli ) .
632232	57240	Odeprel	parataxis punct nummod nmod root punct nsubj acl:relcl advmod nummod obj punct advmod nummod conj punct appos flat flat flat flat punct punct conj nummod punct parataxis punct punct case nummod conj punct appos flat flat nummod flat punct punct conj nummod punct parataxis punct cc nummod det obl acl conj punct advmod nmod punct appos flat flat flat flat punct punct conj nummod punct appos punct punct
632232	57240	Sdeprel	parataxis punct nummod nmod root punct nsubj acl:relcl advmod nummod obj punct advmod nummod conj _ _ _ _ _ _ _ punct conj nummod punct parataxis punct punct case nummod conj _ _ _ _ _ _ _ punct appos nummod punct parataxis punct cc nummod det obl acl conj punct advmod nmod _ _ _ _ _ _ _ punct appos nummod punct parataxis punct punct
			
485964	1872	O	Narva Trans 16 ( 7 ) .
485964	1872	S	Narva Trans 16 .
485964	1872	Odeprel	root flat nummod punct parataxis punct punct
485964	1872	Sdeprel	nmod root nummod _ _ _
			
263686	3705	O	Kindlasti oleks huvitav lugeda ka mitmesugused osa-ajalugusid ( näiteks romaani ajalugu vms ) või mingist teoreetilisest vaatevinklist nähtud kirjanduslugusid ( feministlik kirjanduslugu ? ) .
263686	3705	S	Kindlasti oleks huvitav lugeda ka mitmesugused osa-ajalugusid või mingist teoreetilisest vaatevinklist nähtud kirjanduslugusid .
263686	3705	Odeprel	advmod cop root csubj:cop advmod amod obj punct nmod nmod parataxis nmod punct cc det amod obl conj obj punct amod parataxis punct punct punct
