lemma|form|verbifraas|margend|lause|lause_id
lossiruum|lossiruumis|lossiruumis Keldris käis aga töö|loc_c|Ühes lossiruumis - Pika Salli Keldris käis aga tõsine töö : lapsed kudusid kogenud käsitööliste juhendamisel salli , et kinkida see Lapimaa karmis kliimas elutsevale Jõulumehele .|14319659
barakkõllekas|barakkõllekates|käinud barakkõllekates|loc_c|Või käinud nendes nukuteater-tüüpi barakkõllekates .|14329832
Põldroos|Põldroosil|fänn käis Põldroosil koduukse taga skandaalitsemas|owner|""" Tüütu fänn käis Põldroosil koduukse taga skandaalitsemas ja helistas näitlejale päevas ligi kümme korda ."|14499101
Bremen|Bremenist|novembris lahkus Bremenist pardal USA-sse tõesti ohvitser|loc_c|"1949 . a . novembris lahkus Bremenist "" Kindral Taylori "" pardal USA-sse tõesti SD ohvitser ja suurima Eesti hävituslaagri juhtkonda kuuluv arst Harry ( Alex ) Adams , kes 1943-44 võttis vastu ja selekteeris Raasikul ja Kalevi-Liival massihävituse ohvreid ja jälgis hukkamiste sujuvust ."|14501964
geiprideiparaad|geiprideiparaadil|Sellest Sokrates käis Rootsimaal geiprideiparaadil svenssonitele tegemas|event|Sellest kuidas Sokrates käis Rootsimaal geiprideiparaadil svenssonitele indiaanlast tegemas .|14586534
naisegrimm|naisegrimmis|Kuskil istuvad nägudega naisegrimmis mehed|state|Kuskil istuvad kudenud nägudega naisegrimmis ja dressipükstes mehed .|14726446
A-rühm|A-rühmas|A-rühmas on hooaja keskel kuute istunud|loc_a|A-rühmas on , hooaja keskel EVO kuute istunud , Ivar Raidam koos Robert Lepiksoniga omale juba meistritiitli kindlustanud .|14729055
teivasjaam|teivasjaamas|need lahkuvad rongist teivasjaamas|loc_c|” Ta lisas , et need , kes seda ei mõista , lahkuvad rongist järgmises teivasjaamas .|14790769
sirin|sirinal|Siis jooksid ihumahlad sirinal tuletõrjuja|manner|Siis jooksid ihumahlad sirinal ning Alaveri üks lemmiktegevusi oli kehalt paksu veekihti nagu tuletõrjuja peopesaga maha pritsida .|14793197
torus-tikk|torus-tikust|Vesi jookseb masinasse automaatselt torus-tikust|loc_c|Vesi jookseb masinasse automaatselt torus-tikust .|14797304
põrandalseisev|põrandalseisvatest|jutt käib siis põrandalseisvatest|other|on kyll jah  10 - 13 tuhande saab juba päris häid kõlle - samas aga 5 ja 6-e tuhande eest on päris raske midagi inimlikkugi leida ( jutt käib siis suurtest põrandalseisvatest ) aga enda omad olidki ~6000 , 10 000 ei tasux neid osta - nii räägitaxe ja nii arvan ka ise|14881329
PMPO|PMPO-st|satelliidid Jutt ei käi PMPO-st|other|Võrdlus numbrites : Creative võimsaim komplekt - supakas : 30W , satelliidid 8 W Klipsch Promedia 5.1 - supakas 200 W , satelliidid 60 W Jutt ei käi PMPO-st .|14896889
suusahoolderuum|suusahoolderuumis|suusahoolderuumis lii-guvad näod saabub|loc_c|Norra suusahoolderuumis lii-guvad tõsised näod , kuni saabub maailma karikasarja liider Bente Skari .|14943303
lasteiste|lasteistmel|Istus lasteistmel tagapingil|loc_c|Istus lasteistmel tagapingil ja vaatas huviga aknast välja .|14984957
infolaat|infolaadal|õpilane käis infolaadal aastal|event|Läänemere gümnaasiumi XI klassi õpilane Nadja käis infolaadal ka möödunud aastal .|14993592
mõnes-mõte|mõnes-mõttes|mõnes-mõttes käib kah|manner|Suht ajuvaba video , aga mõnes-mõttes käib kah|15067996
px|px|siis hiir liigub kogemata px vasakule|error|vastik ajaraiskamine  Eriti siis kui jõuad peaaegu lõppu siis hiir liigub kogemata 1 px vasakule ja oooops|15093162
ajupoolkera|ajupoolkeras|asjade-välja-selgitamis mõtlemine käib seal ajupoolkeras|loc_c|Ei tea kas see on siis nii , et kumb ajupool hetkel mõtlemist domineerib , seda pidi näed naist tiirlemas ka , nt. alguses kui seda vaatama hakkasid olid sellises suva meeleolus eriti ei mõelnud , siis nägid seda ja hakkasid mõtlema kuidas selline asi võimalik on ja selline « asjade-välja-selgitamis » mõtlemine käib seal vasakus ajupoolkeras ? .|15099055
TIK|TIK'is|sa käid TIK'is|loc_a|Plumpsu , miks mul on selline tunne et sa käid TIK'is ning vene keele õpsiks sul Bogdanovitš|15114280
esikolmikukoht|esikolmikukohtadel|esikolmikukohtadel liikunud|state|Mehhiko ralli viimasel päeval sõideti vaid kaks kiiruskatset ning esikolmikukohtadel liikunud meestele kujunes see lihtsalt lõpuni sõitmiseks .|15136664
maalikunst|maalikunstis|siis maalikunstis see PR-trikiga ei käi|loc_a|Küsimusele , ega tuntud inimesi maalima pääseda polnud ju algul lihtne , vastab Nikas , et kui Filipp Kirkorov muutus publiku jaoks huvitavaks alles siis , kui abiellus Alla Pugatšovaga , siis maalikunstis see kõik nii lihtsalt labase PR-trikiga ei käi .|15139564
marmorsaal|marmorsaalis|Rufus istus mugavalt marmorsaalis troonil juhtida|loc_c|Rufus istus mugavalt tulevase Impeeriumi Kapitooliumi marmorsaalis oma troonil kus sai juhtida senati istungeid tulevikus kuid hoone oli alles poolvalmis ja isegi katust veel polnud .|15214944
Valgus|Valgusest|Valgusest kiiremini ei liigu miski|other|a) Valgusest siiamaani kiiremini ei liigu miski .|15218294
hiiekoht|hiiekohtades|ysna hiiekohtades käivad rahvas siiamaani|loc_c|varematel aegadel , kui käijaid oli rohkem ( ysna paljudes hiiekohtades käivad kohalik rahvas siiamaani , aga peale kyyditamisi ja läbi nõukogude aja on kylades rahvast ikka palju vähemaks jäänud ) , on see olnud väga oluline osa hooldamisest .|15301374
hullar|hullaris|Mees istus päevad hullaris ära|loc_c|Mees istus oma päevad hullaris ära , sai vabaks ja elab praegu õnnelikku , normaalset elu .|15314097
topicus|topicusse|saade siia topicusse imehästi istub|dependent|Ma ei ole päris kindel , et antud « saade ( ? ) » siia topicusse imehästi istub , kuid sarnased teemad käivad ka sealt läbi .|15314575
komisariaadima|komisariaadis|käisin täna siis komisariaadis|loc_a|käisin täna siis ära komisariaadis ... 2 aastat pikendust .|15476795
kõhklus|kõhklustele|Vaatamata kõhklustele võimeline käis koostamine|other|Vaatamata meedias levinud kõhklustele ja kahtlustele , justkui ei oleks ETV võimeline Eurovisiooni Tallinnas korraldama , käis korraldustoimkonna koostamine .|15542079
haiglatöö|haiglatöölt|sõnul lahkuvad õed haiglatöölt suunduda|loc_a|Liidu presidendi Ester Pruudeni sõnul lahkuvad õed haiglatöölt , et suunduda ravimifirmadesse müügiesindajateks .|15549069
ülehelikiirus|ülehelikiirusel|autot teadupärast ülehelikiirusel ei liigu|manner|autot ... teadupärast minu Hondake ülehelikiirusel ei liigu ...|15623441
vormelipiloot|vormelipiloodil|vormelipiloodil asi kähku käib|owner|Neiu olnud imestunud , et vormelipiloodil asi nõnda kähku käib , kuid oli ettepanekuga nõus ega kahetse .|15636811
kivihunnik|kivihunnikus|Istusime kivihunnikus tundi|loc_c|Istusime mingis kivihunnikus kolm tundi .|15641925
kiltmaa|kiltmaal|Ta kõndis meeleldi tundide viisi kiltmaal|loc_c|Ta kõndis meeleldi tundide viisi kiltmaal , sealhulgas mahajäetud laagrikohtades , kus äsja olid seisnud rändkarjuste jurtad .|15662020
taluturg|Taluturul|aeg tagasi käis omanik Taluturul kaupleb|loc_c|Mõni aeg tagasi käis Rõuge Pagari omanik Mati Sakhov Võru Taluturul , kus teiste seas kaupleb oma toodanguga Asell Pagar .|15665874
läänlane|läänlasest|läänlasest käis kutse õppel|other|Tööturukoolituse saanud 145 läänlasest käis ümber- või uue kutse õppel 69 , täiendusõppel 76.|15702119
meestekas|meestekas|mehed istuvad ajal meestekas|loc_c|Et mehed istuvad samal ajal meestekas , on nii mõnedki kodused pinged sellega maandatud või isegi olematud .|15715578
esilaulja|esilauljal|President käib vahepeal esilauljal surumas|owner|President Halonen käib vahepeal Lordi esilauljal kätt surumas .|15903231
Capr|Capril|Capril käinud|loc_c|Kuid Rommel võimalik , et ta oli kunagi Capril käinud ei külastanud eales Casa Malapartet ega vestelnud selle peremehega , kuigi Casa Malaparte on tõepoolest Capri uhkemaid hooneid uhkeima vaatega paigas .|15927852
msni|msnis|nüüd istuvad kõik rõõmsalt msnis|loc_a|aga nüüd istuvad ka kõik rõõmsalt msnis ?|15980759
vigane|vigaselt|sugulase juures Netscapes jooksis foorum vigaselt|manner|Muidu ise oman Internet Explorerit ja paistab jah parem kui Netscape , sest sugulase juures Netscapes jooksis foorum vigaselt .|15983771
sadist|sadistil|sadistil jooksevad numbrid kiiremini|owner|hmm ... kes pani t2hele , et sadistil jooksevad numbrid kiiremini ... v6i on lihtsalt need sekundid kudagi m2ngus ...|16005129
manager|manageris|programmid sul task manageris jooksevad|loc_a|Vaata , mis programmid sul task manageris jooksevad .|16023017
6V|6V|Athlon64 jookseb 1 6V|error|4V on siiski päris ohutu , minu Athlon64 jookseb 1,6V 24/7|16027318
Tänavusuvine|Tänavusuvisel|Tänavusuvisel moenädalal käisid gigandid sammu|time|Tänavusuvisel Milano moenädalal käisid gigandid Gucci , Armani , Dolce & Gabbana ning Calvin Klein ühte sammu .|16090815
kaubalennuk|kaubalennukitel|liikus Hollandisse kaubalennukitel|loc_c|Umbes 1200 kilo uimasteid oli kas posti pandud või liikus Hollandisse kaubalennukitel , märkis uudisteagentuur ANP .|16100189
sügistuur|sügistuurist|Jutud käivad sügistuurist Ameerikas Lauryn|other|Jutud käivad veel sügistuurist Ameerikas Lauryn Hilliga , kuid Tribe on laiali .|16104983
varjusurm|varjusurmas|Kanal on areenilt lahkunud varjusurmas|state|""" Kanal 2000 "" on areenilt lahkunud , "" Selzkond "" varjusurmas ( ? ) , "" ZTV "" ja "" Muusika Sinule "" on sisuliselt üksteise otsa lükitud muusikavideod ."|16226374
35mm|35mm|Töö käib 35mm|error|Töö käib vanade 35mm ja 60mm filmidega ja jätkub veel kauaks .|16293278
vc|vc's|vc's käis pinda see|error|vc's ja gta3's käis nagu väga pinda see , et raputab need 2 autot maha , ja ilmuvad juba uued , see viib mängu punkte väga alla , et põgeneda pole võimalik v.a ingi spray värk .|16327816
deiv|deivi|meil käib see kordamööda deivi|error|noh meil käib see kordamööda deivi|16335646
Bangalore|Bangalore'is|kes on ka ise Bangalore'is käinud|loc_c|""" Sai-Baba ei teeks sellist asja iial , "" ütles Viilmaa , kes on ka ise Bangalore'is käinud ."|16420265
5|5-st|Muidugi lahkuvad 5-st ka vaidlejad|loc_a|Muidugi lahkuvad 5-st ka mõned vaidlejad ...|16619074
lõpusõrmus|lõpusõrmustest|Jutt käib siis lõpusõrmustest|other|Jutt käib siis lõpusõrmustest .|16622878
automaatika|automaatikast|jutt käib ikka automaatikast|other|Kui ta seal ka kasutab automaatikat ( jutt käib ikka sellest automaatikast , mida on ainult tiimshumi autol[isegi mitte barrichellol , vaid -->tiimshumi<--] )|16634936
10|10-nes|ise ka jooksen 10-nes|error|pikamaa jooks ei ole mõttetu !!! ise ka jooksen , eesti esimeses 10-nes .|16645903
teisipeäva|teisipeäval|teisipeäval käin|error|üldiselt mõtlen praegu , et jään ikkagi selle plaani juurde , et teisipeäval ja neljapäeval käin , aga et kui aega on , siis pistan laupäeva/pühapäeva vahele , näiteks hommiku poole|16648208
sõreste|sõrestes|Noniii eile sõrestes käisid|loc_c|Noniii kes eile sõrestes käisid ?|16655269
meelelahutusmaailm|meelelahutusmaailmas|meelelahutusmaailmas liigub raha seal|loc_a|Ameerikastumine on üks noid õnne tagatisi - meelelahutusmaailmas liigub suur raha just seal .|16706748
kiirabihaigla|kiirabihaiglasse|Arst liikus koos osakonnaga Keskhaiglast kiirabihaiglasse|loc_c|Praegu on nii - Arst liikus koos osakonnaga Keskhaiglast kiirabihaiglasse ja kaarti ei saanud kaasa .|16749780
nurgapalse|nurgapalses|käin nurgapalses|error|Kuna hääletamine on raske töö ja nõuab otustamist , siis lähen vahepeal käin nurgapalses poes ära kuivaks kisub .|16762683
statoili|statoilis|käige statoilis sixbacki järel enam|loc_c|Tehke vahepeal võileibu ja käige lähimas statoilis sixbacki järel , pärast enam pole aega|16763100
vanaduspension|vanaduspensionist|jutt käib vanaduspensionist|other|Komisjoni liikmed said kindlasti aru , et jutt käib vanaduspensionist .|16822542
välipark|välipargis|Ma käisin välipargis|loc_c|Ma käisin munamäe välipargis ja oli nati lagunenud , aga vähe objekte .|16841587
kummipall|kummipallist|jutt käib kummipallist|other|jutt käib tavalisest kummipallist|16872380
aianduskauplus|aianduskaupluses|käib aianduskaupluses|loc_c|« Ta on tavaline keskealine inimene , veidi tüse , sõidab Astraga , võtab napsu , käib aianduskaupluses ja mis peamine mõtleb . »|16965632
otsejoon|otsejoonele|siis astus ta korvi all otsejoonele|loc_c|Kui Kristaps Valters tegi seisuks 64 : 69 , oli Eestil neli võimalust korviga vastata , kõigepealt ei jõutud aga 24 sekundiga viskele , siis eksis Vallo Allingu kahel vabaviskel , siis vilistati Kriisale kiirrünnakul viga , siis astus ta korvi all otsejoonele .|17034456
rahatrepp|rahatrepil|sünniga liigub pere rahatrepil allapoole|loc_a|Iga sünniga liigub pere rahatrepil allapoole .|17091593
10Mb|10Mb|seda panna siis andmed jooksevad ikka 10Mb|error|Kas seda , et kui 2 100Mb-st võrgukat omavahel kokku panna , siis andmed jooksevad ikka 10Mb ?|17146725
sry|sry|sry megadest siiski jutt käib|error|ou shit ... sry megadest siiski jutt käib ... läpakat võid ikka vaatama tulla - mul ju raha vaja|17154888
firewalli|firewallist|jutt käiks firewallist|other|Ma saaksin aru , kui jutt käiks firewallist/NAT-i purgist või mistahes pisut intelligentsemast riistapuust , kelle puhul FTP DATA kanali suunamise/lubamisega võib probleeme tekkida .|17158318
maardla|maardlatesse|võetud liigub kaevandamine maardlatesse|loc_c|Asjatundjad ütlevad , et kui põlevkivi on parimatest kohtadest välja võetud , liigub kaevandamine vaesematesse maardlatesse ja muutub üha kallimaks .|17248718
muskelauto|muskelautodest|jutt käib muskelautodest|other|jutt käib USA muskelautodest , aga ma annan sulle andeks .|17304929
Hedvig|Hedvigil|Üldse käib Hedvigil töö|owner|Üldse käib Hedvigil oma uue ansambliga töö ja vile koos .|17342214
krrr|krrr|Siis käis juba krrr|error|» Siis käis juba püksiluku kinnipaneku krrr , taustaks paras annus piinlikkust ja häbipuna .|17351559
varn|Varnas|Käisin suvel Varnas|loc_c|Eesti turismifirma Novatours reisikonsultant Julia Vitsenko vaidleb siiski vastu : « Käisin eelmisel suvel Varnas ja Kuldsetel Liivadel ja võin väita , et ka Bulgaaria kuurortides on elu ligi 30% odavam kui Eestis .|17352602
kutsekates|kutsekatesse|kutsekatesse käivad ikka kodust lähe|loc_a|kutsekatesse käivad ka ikka paljud kodust kui sa just tln'st kuhugile põlvasse ei lähe .|17410240
misjonijaam|misjonijaamast|andmeil lahkus Rael koos kolleegiga misjonijaamast jaanuaril|loc_c|Eesti luterliku kiriku misjonikeskuse juhataja Leevi Reinaru andmeil lahkus Rael Leedjärv koos kahe kolleegiga oma misjonijaamast 2. jaanuaril .|17499728
palvela|palvelas|Riigisekretär käis pärastlõunal koos saatjatega vallas külas palvelas|loc_c|Riigisekretär käis pärastlõunal koos saatjatega Ridala vallas Põgari külas Mäevalla palvelas , kus Otto Tiefi valitsus pidas 1944. aasta sügisel oma viimase istungi .|17503192
asuküla|Asukülas|käis põldudel Asukülas|loc_c|Taani põllumajandusminister tutvus Läänemaal käimasolevate Eesti-Taani ühisprojektidega , käis ökotalu põldudel Asukülas , Filee lihatööstuses ja maavalitsuses .|17506594
suusahüppaja|suusahüppajatest|jutt käib suusahüppajatest|other|mu mõttemaailm on paarist õllest piiratud ja ma sain kuidagimoodi aru et jutt käib suusahüppajatest .|17670922
keskkonnakomisjon|keskkonnakomisjonis|taanlast käisid keskkonnakomisjonis|loc_c|Ja sellest on veel vähem aega tagasi , kui kolm taanlast käisid keskkonnakomisjonis ja tundsid huvi , millega nad saaksid meile kasulikud olla , millega nad saaksid meid aidata .|17731098
siber|siberis|käisin siberis tööl|loc_c|Kuna rahatasku on suur ( käisin siberis tööl ) , siis ostaks endale mõne suure kaliibrilise relva ja läheks viru keskusesse .|17749808
tripp|tripil|veel käisin klassiga tripil|event|Ja veel käisin klassiga Soome-Rootsi tripil .|17752270
neonats|neonatsidest|neonatsidest küll mitte töö käib|other|Kivist ehitatud märgist on eriti lihtne hakkama saada , Saksa neonatsidest küll mitte ehkki aktiivne töö käib .|17758261
ksa|ksa-s|Käisin ksa-s|loc_c|Käisin ksa-s .|17789854
rattamaraton|rattamaratonil|Käisin eile rattamaratonil|event|Käisin eile Mulgi rattamaratonil ja olen rahul  Sport massidesse .|17804502
peapea|peapeal|käin mcdonaldsi taga peapeal|manner|ma tantsin ikka viru tänava lõpus oma sõbrannaga nende kahe flöödipoisi järgi ja ropendan keset otepääd ja käin tartu mcdonaldsi taga kenderi ebanormaalne peapeal ja karjun halleluuja ja olen nagu tahan|17817066
Mustjala|Mustjalas|Mustjalas käib perekonnavalss|loc_c|“ Mustjalas käib perekonnavalss , ” ütleb volikogu liige , Merit Meri abikaasa  Hugo  .|18057819
kaugküttesüsteem|kaugküttesüsteemist|kaugküttesüsteemist lahkus maja|loc_a|Kui kaugküttesüsteemist lahkus mõni maja , siis jääjate jaoks tõusis hind : mida vähem tarbijaid , seda tugevam hinnatõususurve .|18123672
välissuhe|välissuhetesse|Nüüd aga astub riik välissuhetesse|loc_a|Nüüd aga astub Eesti riik välissuhetesse ja siis on kaks võimalust : kas me oleme iseseisev riik ja kaitseme oma iseseisvust , kaitseme oma kodanikke , kaitseme oma ettevõtteid , või me ei ole iseseisev riik , me ei kaitse oma kodanikke , ei kaitse oma ettevõtteid , ei taga neile välissubjektidega võrdseid õigusi .|18323924
karjuja|karjujatest|palju karjujatest ise valimas käis|other|Neetud , aga palju neist karjujatest ise valimas käis ?|18361877
konkurentsipoliitika|konkurentsipoliitikas|me konkurentsipoliitikas suunas liigume|loc_a|Kui me oma konkurentsipoliitikas selles suunas liigume ja oleme suutnud tõestada , et oleme lähemal ajal võimelised seda rakendama ja olema osaline Euroopa Liidu konkurentsipoliitikas , siis ma arvan , et see on olnud pigem positiivne lähenemine .|18379186
