COLLECTION	SPANSTART	TYPE	TEXT
378751	1055488	O	Teadis ka seda , kartis rohkem kui teadis , et üks selline sõit võinuks maksta isa elu : paat oleks üksi tagasi tulnud , selle roolis oleks istunud röökiv laps , mitte täiskasvanud mees !
378751	1055488	S	Teadis seda , kartis kui teadis , et üks selline sõit võinuks maksta isa elu : paat oleks tagasi tulnud , selle roolis oleks istunud röökiv laps , täiskasvanud mees !
			
315415	6785	O	"Enamgi , vaatamata Eesti oluliselt kiiremale majanduskasvule Soomega võrreldes , on erinevus tegeliku ja hüpoteetiliselt võimaliku ( "" soomeliku "" ) SKT suuruse vahel jätkuvalt suurenenud , kusjuures aastad 1999-2004 on kasvatanud okupatsioonist johtunud majanduskahju kogusummat rohkem kui 170 mld euro võrra ."
315415	6785	S	", vaatamata Eesti kiiremale majanduskasvule Soomega võrreldes , on erinevus tegeliku võimaliku ( "" soomeliku "" ) SKT suuruse vahel suurenenud , aastad 1999 - 2004 on kasvatanud okupatsioonist johtunud majanduskahju kogusummat ."
			
440466	1276	O	Seda uut ühiskonda hakkab rajama põlvkond , juba kelle vanemaid ei saanud emad kodus kasvatada rohkem kui mõni kuu ( sellal , kui kultuurriikides vältab see 7-8 aastat ) , kes kisti varahommikul nutustena üles , et toppida tunglevatesse bussidesse ja toimetada kollektiivi , karja hulka , kus hellitusi oli reeglipäraselt vähem kui karistusi , ning kelle päeva jooksul saamata jäänud mõistmist ei suutnud õhtul korvata töölt väsinuna koju jõudnud vanemad .
440466	1276	S	Seda uut ühiskonda hakkab rajama põlvkond , kelle vanemaid ei saanud emad kodus kasvatada , kes kisti varahommikul nutustena üles , et toppida tunglevatesse bussidesse ja toimetada kollektiivi , karja hulka , kus hellitusi oli vähem kui karistusi , ning kelle päeva jooksul saamata jäänud mõistmist ei suutnud õhtul korvata töölt väsinuna koju jõudnud vanemad .
			
446915	351	O	Indiana Jonesi lugude hingust kandev “ Muumia ” - uus versioon 1932. aasta õudusfilmiklassikast - on vaba igasugusest pretensioonist olla rohkem kui tubli seiklusfilm .
446915	351	S	Indiana Jonesi lugude hingust kandev “ Muumia ” - uus versioon 1932. aasta õudusfilmiklassikast - on vaba igasugusest pretensioonist olla tubli seiklusfilm .
			
317172	393	O	""" Kui raha peaks kampaania käigus laekuma rohkem kui elustamislaua jaoks vajalikud 250 000 krooni , siis on vastavalt kliinikumi poolt esitatud hädavajalike seadmete nimekirjale järgmisena plaanis soetada laste hingamisteede uuringuteks vajalik fiiberbronhoskoop . """
317172	393	S	""" Kui raha peaks kampaania käigus laekuma elustamislaua jaoks vajalikud 250 000 krooni , on vastavalt kliinikumi poolt esitatud hädavajalike seadmete nimekirjale järgmisena plaanis soetada laste hingamisteede uuringuteks vajalik fiiberbronhoskoop . """
			
314837	522	O	Tema sõnul oli ta Toilas joonud ühe pokaali veini ega uskunud , et selline väike kogus lahjat alkoholi võiks rohkem kui tunni möödudes näidata alkoholijoovet .
314837	522	S	Tema sõnul oli ta Toilas joonud ühe pokaali veini ega uskunud , et selline väike kogus lahjat alkoholi võiks tunni möödudes näidata alkoholijoovet .
			
336739	2616	O	Direktiivi kohaselt peab lennuettevõtja juhul , kui reisijaid on rohkem kui kohti , esmalt küsima , kas leidub vabatahtlikke , kes loovutaksid oma koha kokkulepitud soodustuste eest .
336739	2616	S	Direktiivi kohaselt peab lennuettevõtja juhul , kui reisijaid on rohkem kui kohti , küsima , leidub vabatahtlikke , kes loovutaksid oma koha kokkulepitud soodustuste eest .
			
482541	2518	O	Samuti väheneb vaese heaolu palju rohkem kui rikka oma , kui vaese palk samavõrra langeb .
482541	2518	S	Väheneb vaese heaolu , kui vaese palk langeb .
			
519611	3623	O	Püsisin jõudsalt ta tagarattas ja nägin teda rohkem kui mullu .
519611	3623	S	Püsisin ta tagarattas ja nägin teda .
			
28211	15	O	Vanalinnapäevade ajal raekoja juures seisnud Sally Stuudio punasesse kasti oma arvamuse Tallinnas säilitamist vajavatest asjadest postitanud rohkem kui 300 pidulisest soovisid pal-jud armastust ja looduskaitset .
28211	15	S	Vanalinnapäevade ajal raekoja juures seisnud Sally Stuudio punasesse kasti oma arvamuse Tallinnas säilitamist vajavatest asjadest postitanud 300 pidulisest soovisid pal-jud armastust ja looduskaitset .
			
25634	3135	O	Reguleerimisvõimalusigi peaks olema rohkem kui ainult istme kõrgus ja seljatoe kalle .
25634	3135	S	Reguleerimisvõimalusigi peaks olema .
			
258585	277	O	Toornafta on kallinenud viimase 24 tunniga rohkem kui dollari võrra barrelist , põhjustatuna bensiinivarude kahanemisest Ühendriikides enne aktiivse motorismihooaja algust .
258585	277	S	Toornafta on kallinenud viimase 24 tunniga barrelist , põhjustatuna bensiinivarude kahanemisest Ühendriikides enne aktiivse motorismihooaja algust .
			
453904	3108	O	See annab rohkem kui konkreetse tehnika tähttäheline järgimine .
453904	3108	S	See annab konkreetse tehnika tähttäheline järgimine .
			
364096	4700	O	Väitekiri on valminud arhiivinduse õppetooli juures ning see paneb oma pitseri ka kogu uurimistemaatikale : tunduvalt rohkem kui ajaloolaste uurimuste puhul harjumuspärane , on käesoleva töö rõhk suunatud arhiivinduslikele , allikaõpetuslikele , samuti uurimismetoodikaga seotud küsimustele .
364096	4700	S	Väitekiri on valminud arhiivinduse õppetooli juures ning see paneb oma pitseri kogu uurimistemaatikale : ajaloolaste uurimuste puhul harjumuspärane , on käesoleva töö rõhk suunatud arhiivinduslikele , allikaõpetuslikele , uurimismetoodikaga seotud küsimustele .
			
626918	1314	O	« Esitasime palve ( USAle ) relvarahuks , mis võimaldaks vägivalla peatada , » ütles Saudi Araabia välisminister prints Saud al-Feisal ajakirjanikele pärast rohkem kui tunni kestnud kinnist kohtumist Bushi ning oma USA-kolleegi Condoleezza Rice'iga .
626918	1314	S	« Esitasime palve ( USAle ) relvarahuks , mis võimaldaks vägivalla peatada , » ütles Saudi Araabia välisminister prints Saud al-Feisal ajakirjanikele pärast tunni kestnud kinnist kohtumist Bushi ning oma USA-kolleegi Condoleezza Rice'iga .
			
484899	1352	O	Vähem kui 60 aasta eest kuulus Kivisildki Emajõe Ateena lahutamatute sümbolite hulka .
484899	1352	S	60 aasta eest kuulus Kivisildki Emajõe Ateena lahutamatute sümbolite hulka .
			
660891	510	O	Ah c'mon , sina ju panid negatiivset mulle rohkem kui korra ..
660891	510	S	Ah c ' mon , sina panid negatiivset mulle ..
			
21369	1790	O	Samas Backstreet Boysi on EMI Eestis müünud poole rohkem kui näiteks Lätis ja Leedus kokku .
21369	1790	S	Backstreet Boysi on EMI Eestis müünud poole .
			
130885	1008	O	Maksumäärad , mida on käesoleval aastal volikogud juba määranud erinevad ühe linna piires rohkem kui kolm korda .
130885	1008	S	Maksumäärad , mida on käesoleval aastal volikogud määranud erinevad ühe linna piires .
			
602112	2628	O	Tavaliselt soovitavad arstid abi saamiseks nende poole pöörduda rohkem kui 39-kraadise palaviku puhul .
602112	2628	S	Soovitavad arstid abi saamiseks nende poole pöörduda .
			
435807	2788	O	Rohkem kui statistika paneb asja paika tegelik elu .
435807	2788	S	Kui statistika paneb asja paika tegelik elu .
			
94960	312	O	Ilmar Raag :  Tartu Ülikoolis tehti 1997 uurimus , kus tuli välja , et tõesti näitas AK Mõõdukaid tunduvalt rohkem kui teisi.
94960	312	S	Ilmar Raag : Tartu Ülikoolis tehti 1997 uurimus , kus tuli välja , et näitas AK Mõõdukaid .
			
593673	3554	O	Rohkem kui tervishoiule üldiselt pööratakse tähelepanu kõigele uuele ( sellele viitab ka pealkirjas sõna trend ) , enamasti liikumisega seotud tegevusele .
593673	3554	S	Pööratakse tähelepanu kõigele uuele ( sellele viitab pealkirjas sõna trend ) , liikumisega seotud tegevusele .
			
659202	765	O	Kõrge aktsiisiga alkoholi tarbimise vastu võitlevas Soomes tuleb liitrilt õllelt riigile jätta rohkem kui 22 krooni , Rootsis peaaegu 12 krooni .
659202	765	S	Kõrge aktsiisiga alkoholi tarbimise vastu võitlevas Soomes tuleb liitrilt õllelt riigile jätta 22 krooni , Rootsis 12 krooni .
			
667324	21361	O	f ) kui tooteid kasutatakse puhtalt või pooltoodete koostisosana täidetud või muude toiduainete valmistamiseks , tingimusel et ühelgi juhul ei ole alkoholisisaldus rohkem kui 8,5 liitrit puhast alkoholi 100 kg toote kohta šokolaadis ja 5 liitrit puhast alkoholi 100 kg toote kohta muudes toodetes .
667324	21361	S	F ) kui tooteid kasutatakse koostisosana täidetud või muude toiduainete valmistamiseks , tingimusel .
			
701904	1120	O	Isegi need kõikse väiksemad on rohkem kui piisavad paki pelmeeni jaoks .
701904	1120	S	Need kõikse väiksemad on .
			
394295	321	O	Ja veendugem – head on nendes päevades olnud kindlasti rohkem kui halba .
394295	321	S	Ja veendugem – head on nendes päevades olnud rohkem kui halba .
			
382294	5347	O	Seda on rohkem kui aastaid tegutsenud reformierakonna rakukeses .
382294	5347	S	Seda on aastaid tegutsenud reformierakonna rakukeses .
			
485	194	O	“ Mul tuleb elada ja vastu pidada , et kasvatada suureks oma pojapoeg ja leida oma poja mõrva tellija , ” ütles meediaärimees Vitali Haitov vähem kui aasta jagu päevi tagasi , pärast oma poja Marian Haitovi tapmist .
485	194	S	“ Mul tuleb elada ja vastu pidada , et kasvatada suureks oma pojapoeg ja leida oma poja mõrva tellija , ” ütles meediaärimees Vitali Haitov aasta jagu päevi tagasi , pärast oma poja Marian Haitovi tapmist .
			
70714	491	O	Krediitkaarte oli kasutusel kokku 21 995 , mis on 318 kaardi võrra rohkem kui veebruaris .
70714	491	S	Krediitkaarte oli kasutusel 21 995 , mis on 318 kaardi võrra rohkem kui veebruaris .
			
498345	356	O	Majanduskasvu mootor on eksport , mis I kvartalis ületas 1999. aasta vastavat näitajat rohkem kui 30 protsendi võrra .
498345	356	S	Majanduskasvu mootor on eksport , mis I kvartalis ületas 1999. aasta vastavat näitajat .
			
634208	2693	O	Oberto võinuks veelgi võimsas olla , kui ta seitsmest vabaviskest rohkem kui ühe realiseerinuks .
634208	2693	S	Oberto võinuks võimsas olla , kui ta seitsmest vabaviskest rohkem kui ühe realiseerinuks .
			
548118	604	O	Jättes täpse numbri nimetamata , mainis ta siiski , et selleks ürituseks mõneti mõttetult üüritud suure linnahalli kontsertsaal maksis pisut vähem kui pool kogu ürituse eelarvest .
548118	604	S	Jättes täpse numbri nimetamata , mainis ta , et selleks ürituseks üüritud suure linnahalli kontsertsaal maksis pool kogu ürituse eelarvest .
			
579986	3622	O	Koormust tuleb suurendada tsükliliselt , näiteks 2–3 nädala vältel ( mitte rohkem kui 10% nädalas ) , siis jälle treenida üks nädal kergema koormusega .
579986	3622	S	Koormust tuleb suurendada , näiteks 2 – 3 nädala vältel ( rohkem kui 10% nädalas ) , siis treenida üks nädal kergema koormusega .
			
406892	1088	O	Liikluspolitsei korrapidaja Avo Pärna sõnul on mõlemad juhid ka varem liikluseeskirja vastu eksinud , kusjuures Zhiguli juht märgatavalt rohkem - 16 rikkumist veidi vähem kui seitsme aastaga .
406892	1088	S	Liikluspolitsei korrapidaja Avo Pärna sõnul on mõlemad juhid liikluseeskirja vastu eksinud , Zhiguli juht - 16 rikkumist .
			
705051	356401	O	Mul on hea meel anda Koonderakonna fraktsiooni poolt menetlusse seaduseelnõu , mis rohkem kui ükski teine selle koosseisu poolt siiani menetletud seaduseelnõu peaks mõjutama meie tulevikku , meie peresid , meie laste saatust ja inimeste heaolu .
705051	356401	S	Mul on hea meel anda Koonderakonna fraktsiooni poolt menetlusse seaduseelnõu , mis ükski teine selle koosseisu poolt menetletud seaduseelnõu peaks mõjutama meie tulevikku , meie peresid , meie laste saatust ja inimeste heaolu .
			
15425	852	O	Haiglaõed teenivad kuus keskmiselt 700 zlotti ( 2800 krooni ) , mis on vaid veidi rohkem kui töötute abiraha Poolas .
15425	852	S	Haiglaõed teenivad kuus 700 zlotti ( 2800 krooni ) , mis on rohkem kui töötute abiraha Poolas .
			
638678	97245	O	5.2 ) preparaadid , mis sisaldavad rohkem kui üht hoiatusväljendiga R52 tähistatud keskkonnaohtlikku ainet kontsentratsioonis , mis on väiksem punkti I.5.1 alapunktides a ja b sätestatud kontsentratsioonipiiridest , kui :
638678	97245	S	5.2 ) preparaadid , mis sisaldavad üht hoiatusväljendiga R52 tähistatud keskkonnaohtlikku ainet kontsentratsioonis , mis on väiksem punkti I . 5.1 alapunktides a ja b sätestatud kontsentratsioonipiiridest , kui :
			
455285	1099	O	Eilne esikoht tõstis Botvinovi 336 punktiga kolmandaks , Austria värvides suusataval venelasel on 50 punkti vähem kui viimati kuuendana lõpetanud rootslasel Mathias Fredrikssonil .
455285	1099	S	Eilne esikoht tõstis Botvinovi 336 punktiga kolmandaks , Austria värvides suusataval venelasel on 50 punkti vähem kui kuuendana lõpetanud rootslasel Mathias Fredrikssonil .
			
61237	1474	O	Juulikuises Austrias , kus sündis Eesti tippmark 8 : 38.18 - senine kuulus Estonia katastroofis hukkunud Jaan Pehkile - , kulus ujumisele vähem kui 51 minutit .
61237	1474	S	Juulikuises Austrias , kus sündis Eesti tippmark 8 : 38.18 - senine kuulus Estonia katastroofis hukkunud Jaan Pehkile - , kulus ujumisele .
			
229829	25	O	Telefonivestluse käigus võib teineteisest möödarääkimisi esineda rohkem kui silmast silma vestlemisel .
229829	25	S	Telefonivestluse käigus võib teineteisest möödarääkimisi esineda .
			
52310	396	O	Austria seaduste kohaselt tuleb rohkem kui 100.000 toetusallkirjaga pöördumine võtta parlamendi käsitlusse .
52310	396	S	Austria seaduste kohaselt tuleb 100.000 toetusallkirjaga pöördumine võtta parlamendi käsitlusse .
			
549852	13479	O	Kaitseväe juhataja Johannes Kerdi vabastas Riigikogu ametist 28. augustil ja nimetas natuke vähem kui kuu aega hiljem uue kaitseväe juhataja .
549852	13479	S	Kaitseväe juhataja Johannes Kerdi vabastas Riigikogu ametist 28. augustil ja nimetas uue kaitseväe juhataja .
			
239319	405	O	Viren pole väliselt muutunud , ta jookseb vähem kui kunagi varem , aga ikka ja nahk , püsides heas vormis .
239319	405	S	Viren pole muutunud , ta jookseb , püsides heas vormis .
			
45510	1465	O	Kuna Kuu orbiit on väga piklik , siis ületab isegi tema mõju muutus ühe tiiru ( s.t veidi vähem kui nelja nädala ) jooksul planeetide kogumõju .
45510	1465	S	Kuna Kuu orbiit on piklik , ületab tema mõju muutus ühe tiiru ( s.t vähem kui nelja nädala ) jooksul planeetide kogumõju .
			
665529	84902	O	Kui katsetatav elektriline/elektrooniline alakoost koosneb rohkem kui ühest üksusest , peaksid ühenduskaabliteks olema parimal juhul sõidukis kasutatavad juhtmestikud .
665529	84902	S	Kui katsetatav elektriline / elektrooniline alakoost koosneb , peaksid ühenduskaabliteks olema parimal juhul sõidukis kasutatavad juhtmestikud .
			
632427	2626	O	tuleks kindlaks määrata kursid , mida kasutada eespool nimetatud toetuskavade alusel kehtestatud summade ümberarvestamisel omavääringusse ; vältimaks vääringutest tingitud moonutuste ohtu , peaks kasutatava kursi puhul arvestama tegelikku majandusolukorda rohkem kui põllumajandusliku ümberarvestuskursi puhul , kohaldades samas määruse ( EMÜ ) nr 1676/85 artikli 2 lõikes 2 nimetatud paranduskoefitsienti ; komisjoni määruse ( EMÜ ) nr. 3152/85 , millega kehtestatakse üksikasjalikud eeskirjad määruse ( EMÜ ) nr 1676/85 kohaldamiseks , viimati muudetud määrusega ( EMÜ ) nr. 3237/90 , artikliga 3a nähakse ette selle kursi avaldamine ;
632427	2626	S	Tuleks kindlaks määrata kursid , mida kasutada nimetatud toetuskavade alusel kehtestatud summade ümberarvestamisel omavääringusse ; vältimaks vääringutest tingitud moonutuste ohtu , peaks kasutatava kursi puhul arvestama tegelikku majandusolukorda , kohaldades samas määruse ( EMÜ ) nr 1676 / 85 artikli 2 lõikes 2 nimetatud paranduskoefitsienti ; komisjoni määruse ( EMÜ ) nr. 3152 / 85 , millega kehtestatakse üksikasjalikud eeskirjad määruse ( EMÜ ) nr 1676 / 85 kohaldamiseks , muudetud määrusega ( EMÜ ) nr. 3237 / 90 , artikliga 3a nähakse ette selle kursi avaldamine ;
			
618934	0	O	Rohkem kui aasta jagu Kuressaare teatrit juhtinud Piret Rauk läheb veebruarist puhkusele .
618934	0	S	Aasta jagu Kuressaare teatrit juhtinud Piret Rauk läheb veebruarist puhkusele .
			
427281	4207	O	Rohkem kui tosin majaomanikku on esimese arve kätte saanud ning selgitanud välja , millal tuleb järgmine kord maksta .
427281	4207	S	Tosin majaomanikku on esimese arve kätte saanud ning selgitanud välja , millal tuleb järgmine kord maksta .
			
269918	148	O	Harju politsei pressiesindaja sõnul lõpetas uurija Bõstrovi kriminaalasja veebruari alguses pärast veidi rohkem kui aasta kestnud uurimist .
